GarageType_target_enc,1stFlrSF,Foundation_target_enc,Neighborhood_target_enc,MSSubClass_target_enc,GrLivArea,TotalBsmtSF,GarageArea,SalePrice
198054.58963262377,716,218004.40229801767,191220.64984801156,225520.8342009108,1432,716,432,188500
199343.5230126496,1153,148643.92967309544,185234.39905963707,234883.5588687686,2353,845,484,260000
199343.5230126496,1088,222006.88135099763,218271.56903858596,234883.5588687686,1959,1088,1025,270000
199024.493440907,1372,221947.83308264185,286367.7739338416,235462.46639557104,2646,1347,656,260000
198054.58963262377,1472,149050.0543191652,185222.41104204135,168988.55960425045,1472,1372,588,187500
199231.7335432684,1249,219254.5623316537,301127.32602883765,231856.49381278292,2596,1249,840,342643
235121.7006125657,1136,218004.40229801767,295326.4089969462,225520.8342009108,2468,1136,872,354000
200966.5984431964,1553,147693.47573999345,180648.8062929032,231431.2289061408,2730,1502,576,301000
199343.5230126496,1163,148643.92967309544,125640.89488685304,182388.8759624519,1163,1162,220,126175
238894.03479201056,1898,147693.47573999345,146812.37314815892,169414.93079633545,2978,710,564,242000
132483.46274086222,803,149050.0543191652,110410.75828047922,134486.43598778485,803,720,360,87000
198054.58963262377,1719,218004.40229801767,196938.19537052096,201768.45944954484,1719,1719,473,324000
199231.7335432684,1383,149705.90633027573,147869.98077675982,183483.42335687476,1383,1383,292,145250
132483.46274086222,1445,128045.18682394264,128558.73221882911,161835.46712976947,2134,844,441,214500
134839.8474490496,596,222006.88135099763,114241.17870376684,174938.83079633545,1192,596,189,78000
132483.46274086222,1728,149050.0543191652,147021.18032159554,138138.85317765392,1728,1728,352,119000
199231.7335432684,1056,149705.90633027573,147869.98077675982,183483.42335687476,1056,1056,308,139000
198054.58963262377,1358,218004.40229801767,295326.4089969462,201768.45944954484,1358,1358,484,207000
199024.493440907,943,221947.83308264185,192875.82895248916,235462.46639557104,1638,943,472,192000
198054.58963262377,1922,218004.40229801767,254755.84955725097,181191.80511917887,1922,1922,676,377426
198054.58963262377,1536,218004.40229801767,195370.33806856815,181191.80511917887,1536,1536,532,214000
199024.493440907,1621,147213.0388465542,185661.1355526472,182466.04765618735,1621,1208,440,202500
200966.5984431964,1215,147693.47573999345,146812.37314815892,183220.12629763645,1215,1215,297,155000
198054.58963262377,993,218004.40229801767,234765.8345399022,225520.8342009108,1908,967,431,202900
140574.71165139772,841,149050.0543191652,186545.74603427877,181191.80511917887,841,721,294,82000
132483.46274086222,1040,117504.88817348966,147021.18032159554,138138.85317765392,1040,0,400,87500
199024.493440907,1684,221947.83308264185,309315.89905963704,200260.48719755697,1684,1684,564,266000
199231.7335432684,536,149705.90633027573,119810.9188787096,139538.9560681567,1112,536,336,85000
133844.6523712076,972,129001.85433466172,130909.62326156678,143130.0908604894,1577,972,312,140200
200966.5984431964,1478,147693.47573999345,146812.37314815892,183220.12629763645,1478,1478,498,157500
247511.9491149525,764,221947.83308264185,309315.89905963704,142661.48254212315,1626,764,474,154000
199343.5230126496,1848,222006.88135099763,308174.0814678937,234883.5588687686,2728,1848,706,437154
199231.7335432684,1869,219254.5623316537,301127.32602883765,193034.39638634407,1869,1869,617,318061
199231.7335432684,1453,219254.5623316537,202069.94964885424,193034.39638634407,1453,1453,445,190000
134839.8474490496,616,148643.92967309544,129165.63629403422,143275.60846681776,1111,616,200,95000
131681.9093723326,720,127749.94283023692,123854.84616826354,100978.02701432936,720,624,484,105900
199343.5230126496,1192,148643.92967309544,149172.32845449125,143275.60846681776,1595,940,240,140000
200966.5984431964,1200,220233.78524049476,199396.8118447444,183220.12629763645,1200,1200,521,177500
198054.58963262377,1167,218004.40229801767,191220.64984801156,181191.80511917887,1167,1158,400,173000
199024.493440907,1142,221947.83308264185,115366.47443426514,200260.48719755697,1142,1142,528,134000
235121.7006125657,1352,149050.0543191652,205501.1415926709,168988.55960425045,1352,1062,288,130000
199024.493440907,1086,221947.83308264185,286367.7739338416,235462.46639557104,1924,1086,592,280000
198054.58963262377,912,149050.0543191652,158287.10317765392,152241.9231482512,912,888,470,156000
134839.8474490496,988,148643.92967309544,127901.58977370606,143275.60846681776,1505,883,240,145000
235121.7006125657,495,117504.88817348966,130706.2992660582,152241.9231482512,1922,0,672,198500
132483.46274086222,483,149050.0543191652,121952.44946404066,139251.39543538197,987,483,264,118000
199343.5230126496,790,222006.88135099763,185234.39905963707,234883.5588687686,1574,796,566,190000
132483.46274086222,672,149050.0543191652,110410.75828047922,169225.31207201458,1344,672,468,147000
199231.7335432684,1394,149705.90633027573,147869.98077675982,183483.42335687476,1394,1394,514,159000
165726.97699083862,1431,147213.0388465542,144825.90905976115,170920.74571054638,1431,1099,296,165000
199343.5230126496,1268,222006.88135099763,145089.99745755122,182388.8759624519,1268,1268,244,132000
133844.6523712076,1287,147213.0388465542,144825.90905976115,182466.04765618735,1287,1063,576,162000
199024.493440907,953,221947.83308264185,192875.82895248916,235462.46639557104,1664,953,460,172400
134839.8474490496,1120,148643.92967309544,194481.6609007624,143275.60846681776,1588,0,680,134432
199024.493440907,752,147213.0388465542,183340.6072301441,200260.48719755697,752,744,264,125000
199343.5230126496,1319,222006.88135099763,145089.99745755122,182388.8759624519,1319,608,270,123000
247511.9491149525,847,221947.83308264185,192647.25239517997,235462.46639557104,1928,847,434,219500
108956.66477338466,904,128261.75945287976,129165.63629403422,104328.52749672809,904,683,0,61000
132928.52869783103,914,219254.5623316537,198674.86569089824,153185.54951508442,914,870,576,148000
199343.5230126496,1580,222006.88135099763,218271.56903858596,234883.5588687686,2466,1580,610,340000
199231.7335432684,1856,219254.5623316537,266115.4790825806,183483.42335687476,1856,1856,834,394432
199231.7335432684,1007,219254.5623316537,192877.39029142316,231856.49381278292,1800,982,463,179000
134839.8474490496,1026,128261.75945287976,149172.32845449125,143275.60846681776,1691,1026,308,127000
199343.5230126496,1301,222006.88135099763,218271.56903858596,182388.8759624519,1301,1293,572,187750
199024.493440907,939,221947.83308264185,192647.25239517997,235462.46639557104,1797,939,639,213500
133844.6523712076,784,129001.85433466172,183340.6072301441,138441.37831806438,784,784,360,76000
199343.5230126496,1079,222006.88135099763,194481.6609007624,234883.5588687686,1953,1580,501,240000
199231.7335432684,1269,219254.5623316537,190680.6788127513,193034.39638634407,1269,1256,430,192000
108907.75843463709,658,218004.40229801767,130706.2992660582,141402.59631853417,1184,658,0,81000
134839.8474490496,1125,148643.92967309544,129165.63629403422,171058.63962623652,1125,1041,352,125000
200966.5984431964,1479,220233.78524049476,199396.8118447444,183220.12629763645,1479,1468,577,191000
238894.03479201056,1742,220233.78524049476,298395.18612607697,231431.2289061408,2332,1682,846,426000
134839.8474490496,961,128261.75945287976,129165.63629403422,143275.60846681776,1367,861,384,119000
235121.7006125657,804,218004.40229801767,158287.10317765392,225520.8342009108,1961,804,560,215000
199343.5230126496,882,119945.4121363133,145089.99745755122,182388.8759624519,882,0,294,106500
108528.71972351744,788,149705.90633027573,128136.47191955333,103471.12779350462,788,788,0,100000
131681.9093723326,735,147693.47573999345,123854.84616826354,144219.44051125445,1034,735,240,109000
200966.5984431964,1144,147693.47573999345,132023.63868179964,183220.12629763645,1144,1144,596,129000
133844.6523712076,894,147213.0388465542,192647.25239517997,182466.04765618735,894,894,600,123000
200966.5984431964,876,147693.47573999345,146812.37314815892,231431.2289061408,1812,864,264,169500
133844.6523712076,1077,129001.85433466172,115911.07696414462,104592.70225510924,1077,961,338,67000
199024.493440907,1112,221947.83308264185,223318.84301118867,235462.46639557104,1550,1092,438,241000
198054.58963262377,1288,218004.40229801767,196938.19537052096,201768.45944954484,1288,1260,500,245500
200966.5984431964,1310,220233.78524049476,199396.8118447444,183220.12629763645,1310,1310,400,164990
131681.9093723326,672,220233.78524049476,138678.84741639957,100978.02701432936,672,672,240,108000
246810.20999752395,1165,219254.5623316537,281898.0769641446,231856.49381278292,2263,1141,420,258000
252134.6390741042,806,222006.88135099763,189995.3934259539,234883.5588687686,1572,806,373,168000
199231.7335432684,1620,149705.90633027573,140403.04096478663,183483.42335687476,1620,1281,490,150000
132928.52869783103,1166,127085.6141448518,146584.60582569885,143514.61725658685,1639,1064,240,115000
200966.5984431964,840,127749.94283023692,207760.72473202032,156806.44414748627,1680,840,308,177000
198054.58963262377,1071,218004.40229801767,295326.4089969462,225520.8342009108,2172,1063,947,280000
199231.7335432684,1050,219254.5623316537,221796.84719755696,231856.49381278292,2078,1034,836,339750
200966.5984431964,1276,147693.47573999345,132023.63868179964,183220.12629763645,1276,1276,350,60000
200966.5984431964,1056,147693.47573999345,191785.54405531555,137951.78999295278,1056,1056,572,145000
200966.5984431964,1478,220233.78524049476,221652.76719755697,183220.12629763645,1478,1470,484,222000
131681.9093723326,1028,147693.47573999345,123854.84616826354,100978.02701432936,1028,1008,360,115000
199024.493440907,1080,221947.83308264185,183340.6072301441,235462.46639557104,2097,1080,678,228000
198054.58963262377,1340,218004.40229801767,191220.64984801156,181191.80511917887,1340,1340,396,181134
200966.5984431964,672,147693.47573999345,138678.84741639957,231431.2289061408,1400,672,440,149500
132928.52869783103,1370,127085.6141448518,201792.63624618275,163674.93345801486,2624,1370,864,239000
133844.6523712076,756,129001.85433466172,129804.7878139859,143130.0908604894,1134,756,240,126000
198054.58963262377,1056,149050.0543191652,147021.18032159554,181191.80511917887,1056,1056,304,142000
198054.58963262377,1344,218004.40229801767,158287.10317765392,138138.85317765392,1344,1344,784,206300
198054.58963262377,1602,149050.0543191652,185222.41104204135,181191.80511917887,1602,1602,529,215000
199231.7335432684,988,149705.90633027573,158052.54052149403,183483.42335687476,988,988,520,113000
198054.58963262377,1470,218004.40229801767,280752.75828047923,225520.8342009108,2630,1470,696,315000
199024.493440907,1196,147213.0388465542,144825.90905976115,182466.04765618735,1196,1196,297,139000
134839.8474490496,707,148643.92967309544,125640.89488685304,234883.5588687686,1389,651,240,135000
199231.7335432684,1644,219254.5623316537,184228.61079633544,172045.5950908825,1644,1518,569,275000
132928.52869783103,907,149705.90633027573,147869.98077675982,183483.42335687476,907,907,352,109008
200966.5984431964,1208,220233.78524049476,199396.8118447444,183220.12629763645,1208,1208,628,195400
199231.7335432684,1412,149705.90633027573,218238.2754779604,183483.42335687476,1412,1392,576,175000
134839.8474490496,483,148643.92967309544,134015.11844744405,146373.92791284944,987,483,264,85400
109846.21701219064,1088,129001.85433466172,121639.14413582496,143130.0908604894,1198,901,0,79900
134839.8474490496,765,148643.92967309544,134015.11844744405,146373.92791284944,1365,765,440,122500
198054.58963262377,926,218004.40229801767,191220.64984801156,225520.8342009108,1604,926,470,181000
108907.75843463709,630,149050.0543191652,120560.9188787096,138069.65398167726,630,630,0,81000
198054.58963262377,827,218004.40229801767,195370.33806856815,225520.8342009108,1661,799,550,212000
132928.52869783103,734,127085.6141448518,120641.53847626928,143514.61725658685,1118,648,440,116000
134839.8474490496,904,222006.88135099763,127901.58977370606,129518.53373854829,904,884,180,119000
132483.46274086222,694,218004.40229801767,210215.05403865472,105740.6362680809,694,440,352,90350
134839.8474490496,684,128261.75945287976,129165.63629403422,143275.60846681776,1196,684,528,110000
108956.66477338466,1440,148643.92967309544,129165.63629403422,138616.92637908028,1440,1440,0,118000
132928.52869783103,1128,219254.5623316537,128136.47191955333,143514.61725658685,1573,1078,360,162900
198054.58963262377,1258,218004.40229801767,190048.3846951043,201768.45944954484,1258,1258,648,172500
198054.58963262377,933,218004.40229801767,195370.33806856815,225520.8342009108,1908,915,493,210000
199024.493440907,1689,147213.0388465542,129804.7878139859,182466.04765618735,1689,1436,480,127500
199343.5230126496,1888,148643.92967309544,145089.99745755122,182388.8759624519,1888,1517,578,190000
199024.493440907,956,221947.83308264185,192875.82895248916,235462.46639557104,1886,930,431,199900
131681.9093723326,780,127749.94283023692,113002.39186927414,144219.44051125445,1376,780,198,119500
134839.8474490496,679,148643.92967309544,125640.89488685304,143275.60846681776,1183,649,308,120000
132483.46274086222,813,128045.18682394264,124586.76106188056,105740.6362680809,813,813,270,110000
199024.493440907,1533,147213.0388465542,198805.1415926709,182466.04765618735,1533,1533,576,280000
200966.5984431964,888,220233.78524049476,235769.9868519078,231431.2289061408,1756,872,422,204000
198054.58963262377,786,218004.40229801767,221201.7034756054,225520.8342009108,1590,768,676,210000
132928.52869783103,1728,149705.90633027573,158052.54052149403,137125.33045038118,1728,1728,560,188000
199231.7335432684,1242,149705.90633027573,190044.94135282663,183483.42335687476,1242,1242,528,175500
133844.6523712076,624,129001.85433466172,121639.14413582496,168951.86815952597,1344,624,513,98000
199024.493440907,1663,147213.0388465542,198805.1415926709,182466.04765618735,1663,1364,529,256000
134839.8474490496,833,222006.88135099763,125640.89488685304,174938.83079633545,1666,588,228,161000
133844.6523712076,979,147213.0388465542,130909.62326156678,143130.0908604894,1203,709,352,110000
247511.9491149525,832,221947.83308264185,223318.84301118867,235462.46639557104,1935,832,552,263435
133844.6523712076,575,221947.83308264185,149980.28433985967,168951.86815952597,1135,560,576,155000
132483.46274086222,864,149050.0543191652,140802.4423302795,181191.80511917887,864,864,360,62383
131681.9093723326,849,147693.47573999345,207760.72473202032,156806.44414748627,1660,715,240,188700
108956.66477338466,1040,148643.92967309544,199143.01953705208,182388.8759624519,1040,1040,0,124000
199231.7335432684,1414,219254.5623316537,190680.6788127513,193034.39638634407,1414,1375,398,178740
200966.5984431964,1277,147693.47573999345,146812.37314815892,183220.12629763645,1277,1277,526,167000
199231.7335432684,888,149705.90633027573,147869.98077675982,163674.93345801486,1644,728,312,146500
199024.493440907,1634,221947.83308264185,309315.89905963704,182466.04765618735,1634,1626,866,250000
198054.58963262377,832,218004.40229801767,186545.74603427877,225520.8342009108,1710,832,506,187000
200966.5984431964,1502,220233.78524049476,277341.9823006451,201987.54281432077,1502,1488,528,212000
199024.493440907,1161,147213.0388465542,185661.1355526472,235462.46639557104,1969,808,534,190000
173265.23893772488,1072,218004.40229801767,130706.2992660582,138069.65398167726,1072,547,525,148000
198054.58963262377,1976,218004.40229801767,295326.4089969462,181191.80511917887,1976,1976,908,440000
200966.5984431964,1652,220233.78524049476,277341.9823006451,201987.54281432077,1652,1494,499,251000
134839.8474490496,970,148643.92967309544,137994.26253677416,182388.8759624519,970,970,624,132500
199024.493440907,1493,221947.83308264185,192647.25239517997,182466.04765618735,1493,1478,508,208900
238894.03479201056,2069,220233.78524049476,298395.18612607697,231431.2289061408,2643,2153,694,380000
198054.58963262377,1718,218004.40229801767,195370.33806856815,181191.80511917887,1718,1705,826,297000
132928.52869783103,1131,127085.6141448518,120641.53847626928,103471.12779350462,1131,907,672,89471
200966.5984431964,1850,220233.78524049476,298395.18612607697,183220.12629763645,1850,1833,772,326000
199231.7335432684,1792,219254.5623316537,301127.32602883765,183483.42335687476,1792,1792,874,374000
198054.58963262377,916,218004.40229801767,124586.76106188056,169225.31207201458,1826,910,164,155000
200966.5984431964,1216,220233.78524049476,157422.20332897076,201987.54281432077,1216,1216,402,164000
132928.52869783103,999,149705.90633027573,140403.04096478663,183483.42335687476,999,999,264,132500
200966.5984431964,1113,147693.47573999345,146812.37314815892,183220.12629763645,1113,1113,264,147000
199024.493440907,1073,147213.0388465542,144825.90905976115,182466.04765618735,1073,1073,515,156000
199231.7335432684,1484,149705.90633027573,190044.94135282663,183483.42335687476,1484,1484,487,175000
199343.5230126496,1766,148643.92967309544,125640.89488685304,132249.8883811862,2414,954,520,160000
198054.58963262377,630,149050.0543191652,120560.9188787096,138069.65398167726,630,630,286,86000
252134.6390741042,616,222006.88135099763,118168.53373854829,146373.92791284944,1304,264,336,115000
199024.493440907,958,147213.0388465542,144825.90905976115,143130.0908604894,1578,806,240,133000
198054.58963262377,728,218004.40229801767,191220.64984801156,225520.8342009108,1456,728,429,172785
132483.46274086222,1269,149050.0543191652,147021.18032159554,181191.80511917887,1269,1269,308,155000
199231.7335432684,886,127085.6141448518,120641.53847626928,103471.12779350462,886,190,273,91300
131681.9093723326,1133,220233.78524049476,127039.08565692024,144219.44051125445,1820,1026,240,184000
199343.5230126496,899,222006.88135099763,137994.26253677416,182388.8759624519,899,864,288,130000
199343.5230126496,912,148643.92967309544,145089.99745755122,182388.8759624519,912,912,297,120000
132928.52869783103,672,149705.90633027573,123215.6073587775,139538.9560681567,1218,672,264,113000
200966.5984431964,866,220233.78524049476,221652.76719755697,231431.2289061408,1768,866,603,226700
132928.52869783103,1214,149705.90633027573,129341.5694231813,183483.42335687476,1214,1214,461,140000
198054.58963262377,1801,149050.0543191652,210215.05403865472,181191.80511917887,1801,1501,484,289000
199231.7335432684,855,149705.90633027573,157819.65398167726,139538.9560681567,1322,855,440,147000
131681.9093723326,960,147693.47573999345,123854.84616826354,135338.94278643656,1960,960,400,124500
199343.5230126496,1065,222006.88135099763,182892.8885676892,234883.5588687686,1911,777,471,215000
199343.5230126496,1218,222006.88135099763,218271.56903858596,182388.8759624519,1218,1218,676,208300
133844.6523712076,689,129001.85433466172,121639.14413582496,168951.86815952597,1378,689,360,161000
199231.7335432684,1041,149705.90633027573,147869.98077675982,183483.42335687476,1041,1041,270,124500
134177.7763469793,1363,148643.92967309544,145089.99745755122,182388.8759624519,1363,1008,288,164900
199231.7335432684,1368,219254.5623316537,301127.32602883765,193034.39638634407,1368,1368,474,202665
133844.6523712076,864,147213.0388465542,144825.90905976115,182466.04765618735,864,864,624,129900
199231.7335432684,1080,219254.5623316537,158052.54052149403,183483.42335687476,1080,1084,484,134000
133844.6523712076,789,129001.85433466172,209419.5416289137,138441.37831806438,789,768,200,96500
200966.5984431964,2020,147693.47573999345,298395.18612607697,183220.12629763645,2020,2006,900,402861
198054.58963262377,1378,149050.0543191652,185222.41104204135,168988.55960425045,2119,689,583,158000
199024.493440907,1277,221947.83308264185,286367.7739338416,235462.46639557104,2344,1264,889,265000
199231.7335432684,882,219254.5623316537,198674.86569089824,231856.49381278292,1796,794,546,211000
134839.8474490496,1276,128261.75945287976,206081.01148546324,174938.83079633545,2080,1276,282,234000
109846.21701219064,694,129001.85433466172,121639.14413582496,135846.55132722575,1294,0,0,106250
200966.5984431964,1244,147693.47573999345,146812.37314815892,183220.12629763645,1244,1244,336,150000
131681.9093723326,1004,147693.47573999345,127039.08565692024,144219.44051125445,1664,1004,420,159000
200966.5984431964,1383,220233.78524049476,279558.95436927414,231431.2289061408,2398,1379,834,315750
199231.7335432684,1266,219254.5623316537,221796.84719755696,183483.42335687476,1266,1257,453,176000
199231.7335432684,928,149705.90633027573,147869.98077675982,183483.42335687476,928,928,252,132000
198054.58963262377,1476,218004.40229801767,295326.4089969462,225520.8342009108,2713,1452,858,446261
108907.75843463709,605,128045.18682394264,130706.2992660582,105740.6362680809,605,528,0,86000
199231.7335432684,2515,219254.5623316537,201792.63624618275,183483.42335687476,2515,2035,484,200624
199024.493440907,1509,147213.0388465542,231033.80999461096,170920.74571054638,1509,1461,600,175000
132928.52869783103,751,127085.6141448518,128136.47191955333,163674.93345801486,1362,611,502,128000
132928.52869783103,827,122867.23082569886,147869.98077675982,183483.42335687476,827,0,392,107500
109846.21701219064,334,123946.8615926709,130909.62326156678,182466.04765618735,334,0,0,39300
200966.5984431964,707,220233.78524049476,191785.54405531555,231431.2289061408,1414,707,403,178000
108528.71972351744,820,149705.90633027573,129341.5694231813,131965.8615926709,1347,1117,0,107500
198054.58963262377,880,218004.40229801767,195370.33806856815,225520.8342009108,1724,880,527,188000
133844.6523712076,864,147213.0388465542,144825.90905976115,182466.04765618735,864,864,576,111250
200966.5984431964,1159,147693.47573999345,138678.84741639957,183220.12629763645,1159,1051,336,158000
199024.493440907,1601,221947.83308264185,192647.25239517997,182466.04765618735,1601,1581,670,272000
199343.5230126496,1838,222006.88135099763,228528.7927726881,182388.8759624519,1838,1838,765,315000
252134.6390741042,997,222006.88135099763,287548.2372171326,234883.5588687686,2285,969,648,248000
198054.58963262377,1680,218004.40229801767,185222.41104204135,181191.80511917887,1680,1650,583,213250
198054.58963262377,767,218004.40229801767,147021.18032159554,201768.45944954484,767,723,367,133000
199024.493440907,664,221947.83308264185,192875.82895248916,235462.46639557104,1496,654,426,179665
199024.493440907,1377,221947.83308264185,185661.1355526472,143130.0908604894,2183,1204,786,229000
132483.46274086222,915,128045.18682394264,128558.73221882911,141402.59631853417,1635,1065,440,210000
133844.6523712076,768,147213.0388465542,161837.9660422505,155734.63216594662,768,768,624,129500
134839.8474490496,825,148643.92967309544,125640.89488685304,182388.8759624519,825,825,720,125000
252134.6390741042,912,222006.88135099763,218271.56903858596,234883.5588687686,2094,912,615,263000
199024.493440907,1069,147213.0388465542,156342.04152436712,200260.48719755697,1069,1069,440,140000
199231.7335432684,928,149705.90633027573,120641.53847626928,183483.42335687476,928,928,288,112500
198054.58963262377,1717,218004.40229801767,295326.4089969462,181191.80511917887,1717,1709,908,255500
133844.6523712076,1126,147213.0388465542,129804.7878139859,182466.04765618735,1126,0,520,108000
238894.03479201056,1006,220233.78524049476,298395.18612607697,231431.2289061408,2046,998,871,284000
133844.6523712076,1048,129001.85433466172,130909.62326156678,138441.37831806438,1048,993,280,113000
198054.58963262377,1092,149050.0543191652,147021.18032159554,181191.80511917887,1092,1092,299,141000
134177.7763469793,897,148643.92967309544,114241.17870376684,143275.60846681776,1336,637,570,108000
199231.7335432684,729,219254.5623316537,192877.39029142316,231856.49381278292,1446,729,406,175000
199024.493440907,1557,221947.83308264185,189988.07699083863,200260.48719755697,1557,1374,420,234000
131681.9093723326,1392,147693.47573999345,138678.84741639957,183220.12629763645,1392,1392,528,121500
199231.7335432684,1389,149705.90633027573,158052.54052149403,183483.42335687476,1389,1389,418,170000
108907.75843463709,996,149050.0543191652,130706.2992660582,105740.6362680809,996,996,0,108000
134839.8474490496,1163,128261.75945287976,129165.63629403422,143275.60846681776,1674,1163,396,185000
200966.5984431964,1166,220233.78524049476,279558.95436927414,231431.2289061408,2295,1095,590,268000
132483.46274086222,841,218004.40229801767,146403.2215926709,169225.31207201458,1647,806,216,128000
235121.7006125657,1134,218004.40229801767,254755.84955725097,225520.8342009108,2504,1122,656,325000
198054.58963262377,1535,218004.40229801767,295326.4089969462,181191.80511917887,1535,1517,532,214000
235121.7006125657,1496,149050.0543191652,186545.74603427877,141402.59631853417,2132,1496,612,316600
132928.52869783103,943,149705.90633027573,147869.98077675982,137125.33045038118,943,943,600,135960
131681.9093723326,1728,147693.47573999345,146812.37314815892,135338.94278643656,1728,1728,576,142600
199024.493440907,864,147213.0388465542,144825.90905976115,182466.04765618735,864,864,288,120000
199343.5230126496,846,222006.88135099763,228528.7927726881,234883.5588687686,1692,846,650,224500
246810.20999752395,774,219254.5623316537,192877.39029142316,172045.5950908825,1430,384,400,170000
235121.7006125657,576,149050.0543191652,147021.18032159554,168988.55960425045,1109,372,288,139000
132483.46274086222,832,149050.0543191652,147021.18032159554,141402.59631853417,1216,832,336,118500
131681.9093723326,877,127749.94283023692,149477.4147746423,144219.44051125445,1477,861,216,145000
200966.5984431964,1320,147693.47573999345,138678.84741639957,169414.93079633545,1320,1164,564,164500
131681.9093723326,703,220233.78524049476,221652.76719755697,142994.4129792416,1392,689,540,146000
200966.5984431964,1050,127749.94283023692,123854.84616826354,144219.44051125445,1795,1050,352,131500
199343.5230126496,1429,148643.92967309544,145089.99745755122,182388.8759624519,1429,1144,572,181900
108907.75843463709,816,149050.0543191652,130706.2992660582,138138.85317765392,816,816,0,118500
132928.52869783103,989,127085.6141448518,128136.47191955333,143514.61725658685,1573,884,240,133000
199231.7335432684,2028,219254.5623316537,218238.2754779604,183483.42335687476,2028,1868,880,369900
132483.46274086222,838,128045.18682394264,128558.73221882911,105740.6362680809,838,816,275,130000
132483.46274086222,860,149050.0543191652,140802.4423302795,152241.9231482512,860,840,528,137000
199024.493440907,1473,147213.0388465542,198805.1415926709,182466.04765618735,1473,1437,452,143000
134839.8474490496,779,128261.75945287976,127901.58977370606,167599.50568811037,935,742,308,79500
199231.7335432684,770,219254.5623316537,198674.86569089824,231856.49381278292,1582,770,520,185900
235121.7006125657,1728,218004.40229801767,295326.4089969462,225520.8342009108,2296,1722,842,451950
132928.52869783103,816,219254.5623316537,158052.54052149403,183483.42335687476,816,816,816,138000
200966.5984431964,848,220233.78524049476,199396.8118447444,201987.54281432077,848,848,420,140000
134839.8474490496,924,148643.92967309544,199143.01953705208,182388.8759624519,924,924,280,110000
198054.58963262377,1826,218004.40229801767,254755.84955725097,181191.80511917887,1826,1814,758,319000
132928.52869783103,684,149705.90633027573,120641.53847626928,163674.93345801486,1368,684,216,114504
198054.58963262377,1402,218004.40229801767,190048.3846951043,201768.45944954484,1402,1258,648,194201
199343.5230126496,1647,148643.92967309544,206081.01148546324,182388.8759624519,1647,1430,621,217500
199343.5230126496,716,148643.92967309544,168699.42330279542,146373.92791284944,1556,716,452,151000
252134.6390741042,1058,222006.88135099763,308174.0814678937,234883.5588687686,1904,1058,736,275000
134839.8474490496,780,222006.88135099763,114241.17870376684,143275.60846681776,1375,780,544,141000
200966.5984431964,927,220233.78524049476,180648.8062929032,231431.2289061408,1915,908,506,220000
132928.52869783103,600,219254.5623316537,221796.84719755696,139538.9560681567,1200,600,480,151000
198054.58963262377,1494,218004.40229801767,195370.33806856815,181191.80511917887,1494,1494,530,221000
199343.5230126496,1186,148643.92967309544,145089.99745755122,234883.5588687686,1986,768,486,205000
132483.46274086222,1040,218004.40229801767,195370.33806856815,181191.80511917887,1040,1040,576,152000
198054.58963262377,1112,149050.0543191652,130706.2992660582,181191.80511917887,2008,896,230,225000
156871.97699083862,1940,220233.78524049476,207760.72473202032,156806.44414748627,3194,965,380,359100
199024.493440907,1029,147213.0388465542,137074.06878510257,182466.04765618735,1029,1029,261,118500
199024.493440907,1476,221947.83308264185,192647.25239517997,235462.46639557104,2153,1440,736,313000
199231.7335432684,1032,149705.90633027573,190044.94135282663,172045.5950908825,1032,1032,564,148000
247511.9491149525,1299,221947.83308264185,192647.25239517997,235462.46639557104,1872,1299,531,261500
108956.66477338466,1120,222006.88135099763,156446.3595612342,182388.8759624519,1120,1120,0,147000
108907.75843463709,630,149050.0543191652,120560.9188787096,138069.65398167726,630,630,0,75500
199343.5230126496,1054,222006.88135099763,145089.99745755122,157256.97808651297,1054,936,480,137500
200966.5984431964,807,220233.78524049476,191785.54405531555,231431.2289061408,1509,783,393,183200
132928.52869783103,832,149705.90633027573,147869.98077675982,130253.1026544515,832,832,528,105500
198054.58963262377,1828,218004.40229801767,295326.4089969462,181191.80511917887,1828,1822,774,314813
199024.493440907,1482,221947.83308264185,231033.80999461096,235462.46639557104,2262,1482,749,305000
108528.71972351744,864,127085.6141448518,129341.5694231813,103471.12779350462,864,864,0,67000
199343.5230126496,1548,148643.92967309544,185234.39905963707,234883.5588687686,2614,1522,624,240000
132928.52869783103,980,149705.90633027573,140403.04096478663,183483.42335687476,980,980,484,135000
132928.52869783103,756,219254.5623316537,221796.84719755696,139538.9560681567,1512,756,440,168500
200966.5984431964,1012,147693.47573999345,187836.60899694625,231431.2289061408,1790,732,484,165150
199024.493440907,1116,147213.0388465542,144825.90905976115,182466.04765618735,1116,1116,440,160000
198054.58963262377,1422,149050.0543191652,147021.18032159554,181191.80511917887,1422,978,286,139900
164902.32699083863,1520,149705.90633027573,147869.98077675982,172045.5950908825,1520,1156,364,153000
200966.5984431964,1040,220233.78524049476,146812.37314815892,231431.2289061408,2080,1040,504,135000
199343.5230126496,1350,148643.92967309544,145089.99745755122,171058.63962623652,1350,1248,520,168500
134839.8474490496,1089,128261.75945287976,125640.89488685304,174938.83079633545,1750,636,240,124000
199024.493440907,1554,221947.83308264185,309315.89905963704,200260.48719755697,1554,1554,627,209500
199231.7335432684,1411,149705.90633027573,190044.94135282663,183483.42335687476,1411,1386,544,82500
199343.5230126496,1056,148643.92967309544,145089.99745755122,182388.8759624519,1056,1056,260,139400
